Model,Price_Original,Price,Price_VND,Ram_Original,Ram,SSD_Original,SSD,Graphics,GPU,G3Dmark,TDP,Perf_Per_Watt,Price_Objective,Budget_Score,Performance_Score,Energy_Consumption,Efficiency_Score
Asus/Rog GL753VD-GC042T/Gaming/17.3/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1039.0,1039.0,28053000.0,8GB,8.0,1TB HDD,204.8,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.1345456535719661,0.8654543464280339,0.2021475303820538,0.36363636363636365,0.45675536264763295
Asus/Rog GL753VE-GC070T/Gaming/17.3/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1591.0,1591.0,42957000.0,16GB,16.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1050 Ti,Nvidia GeForce GTX 1050 Ti,6349.0,75.0,83.53947368421052,0.2289588550004789,0.7710411449995211,0.2936203985991081,0.36363636363636365,0.45675536264763295
Acer/Aspire 5/Notebook/15.6/IPS Panel 1366x768/Intel Core i5 8250U 1.6GHz,693.99,693.99,18737730.0,12GB,12.0,1TB HDD,204.8,Nvidia GeForce MX130,Nvidia GeForce MX130,1804.0,30.0,58.193548387096776,0.07553569229506177,0.9244643077049383,0.09571018838133152,0.09090909090909091,0.3132929972791064
MSI/Leopard GP72M/Gaming/17.3/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1349.0,1349.0,36423000.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce GTX 1050 Ti,Nvidia GeForce GTX 1050 Ti,6349.0,75.0,83.53947368421052,0.18756756017131204,0.812432439828688,0.21377543735879798,0.36363636363636365,0.45675536264763295
Dell/Inspiron 5567/Notebook/15.6/Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,778.87,778.87,21029490.0,8GB,8.0,256GB SSD,256.0,AMD Radeon R7 M445,AMD Radeon R7 M445,947.0,25.0,36.42307692307692,0.09005343239877947,0.9099465676012205,0.0674590776621566,0.06060606060606061,0.19006832527346632
HP/15-BW004nv (A9-9420/4GB/256GB/Radeon/Ultrabook/15.6/Full HD 1920x1080/AMD A9-Series 9420 3GHz,499.0,499.0,13473000.0,4GB,4.0,256GB SSD,256.0,AMD Radeon 520,AMD Radeon 520,873.0,50.0,17.11764705882353,0.04218491304407317,0.9578150869559269,0.04878807730101539,0.21212121212121213,0.08079621938994701
Lenovo/ThinkPad E580/Notebook/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,1229.56,1229.56,33198120.0,8GB,8.0,256GB SSD,256.0,AMD Radeon RX 550,AMD Radeon RX 550,2674.0,50.0,52.431372549019606,0.16713873267380921,0.8328612673261908,0.1142358923967178,0.21212121212121213,0.2806780753257912
Lenovo/ThinkPad L470/Notebook/14.0/IPS Panel Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,938.0,938.0,25326000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.11727077432508243,0.8827292256749175,0.06762159120495183,0.21212121212121213,0.08967492481741372
Dell/Precision M5520/Workstation/15.6/4K Ultra HD / Touchscreen 3840x2160/Intel Core i7 7700HQ 2.8GHz,2712.0,2712.0,73224000.0,8GB,8.0,256GB SSD,256.0,Nvidia Quadro M1200,Nvidia Quadro M1200,3212.0,45.0,69.82608695652173,0.4206929108000492,0.5793070891999508,0.12880794006735705,0.1818181818181818,0.3791351979029817
Lenovo/Thinkpad X1/Ultrabook/14.0/IPS Panel 2560x1440/Intel Core i7 7500U 2.7GHz,2625.0,2625.0,70875000.0,16GB,16.0,1TB SSD,1024.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.40581256927055537,0.5941874307294446,0.27537352918944796,0.21212121212121213,0.08967492481741372
Lenovo/IdeaPad 320-15IAP/Notebook/15.6/1366x768/Intel Celeron Dual Core N3350 1.1GHz,306.0,306.0,8262000.0,4GB,4.0,1TB HDD,204.8,Intel HD Graphics 500,Intel HD Graphics 500,301.0,30.0,9.709677419354838,0.009174500225770696,0.9908254997742293,0.021667212577792333,0.09090909090909091,0.038865816984104254
Asus/FX753VD-GC461T (i7-7700HQ/16GB/1TB/Gaming/17.3/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1529.0,1529.0,41283000.0,16GB,16.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.21835447368060967,0.7816455263193903,0.2936203985991081,0.36363636363636365,0.45675536264763295
Lenovo/ThinkPad E580/Notebook/15.6/IPS Panel Full HD 1920x1080/Intel Core i5 8250U 1.6GHz,1144.5,1144.5,30901500.0,8GB,8.0,256GB SSD +  1TB HDD,460.8,AMD Radeon RX 550,AMD Radeon RX 550,2674.0,50.0,52.431372549019606,0.15259020565658224,0.8474097943434178,0.16074752030369455,0.21212121212121213,0.2806780753257912
Acer/Aspire 7/Notebook/15.6/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,879.0,879.0,23733000.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.1071795082303682,0.8928204917696319,0.21377543735879798,0.36363636363636365,0.45675536264763295
MSI/GE73VR 7RF/Gaming/17.3/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,2249.0,2249.0,60723000.0,16GB,16.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1070,Nvidia GeForce GTX 1070,14672.0,150.0,97.16556291390728,0.3415021277178003,0.6584978722821997,0.519053768046562,0.8181818181818181,0.5338814083019026
Asus/Zenbook 3/Ultrabook/14.0/Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,1873.0,1873.0,50571000.0,8GB,8.0,512GB SSD,512.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.2771916861650452,0.7228083138349548,0.12576112608867276,0.21212121212121213,0.08967492481741372
Toshiba/Portege Z30-C-16P/Ultrabook/13.3/Full HD 1920x1080/Intel Core i7 6500U 2.5GHz,1747.0,1747.0,47169000.0,16GB,16.0,512GB SSD,512.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.2556408467085369,0.7443591532914631,0.15692761218473633,0.0,0.29274062902763853
Dell/Latitude 7480/Ultrabook/14.0/Full HD 1920x1080/Intel Core i7 7600U 2.8GHz,1680.0,1680.0,45360000.0,8GB,8.0,512GB SSD,512.0,Intel HD Graphics,Intel HD Graphics,5565.0,30.0,179.51612903225808,0.24418127334674272,0.7558187266532572,0.25067986931727515,0.09090909090909091,1.0
Lenovo/ThinkPad P51/Workstation/15.6/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1925.0,1925.0,51975000.0,8GB,8.0,512GB SSD,512.0,Nvidia Quadro M1200,Nvidia Quadro M1200,3212.0,45.0,69.82608695652173,0.2860856834010645,0.7139143165989355,0.18694747495107797,0.1818181818181818,0.3791351979029817
Lenovo/Thinkpad T470p/Ultrabook/14.0/IPS Panel Full HD 2560x1440/Intel Core i7 7700HQ 2.8GHz,1943.0,1943.0,52461000.0,8GB,8.0,512GB SSD,512.0,Nvidia GeForce GT 940MX,Nvidia GeForce GT 940MX,1508.0,23.0,62.833333333333336,0.2891643747519943,0.7108356252480057,0.1407936287972318,0.04848484848484849,0.3395549906916798
HP/15-BS028nv (i3-6006U/4GB/1TB/Radeon/Notebook/15.6/Full HD 1920x1080/Intel Core i3 6006U 2GHz,469.0,469.0,12663000.0,4GB,4.0,1TB HDD,204.8,AMD Radeon 520,AMD Radeon 520,873.0,50.0,17.11764705882353,0.03705376079252356,0.9629462392074765,0.03716017032427121,0.21212121212121213,0.08079621938994701
Acer/Aspire R7/2 in 1 Convertible/13.3/IPS Panel Full HD / Touchscreen 1920x1080/Intel Core i7 6500U 2.5GHz,789.01,789.01,21303270.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.09178776185980322,0.9082122381401968,0.06545474396768206,0.0,0.29274062902763853
Asus/ZenBook Flip/2 in 1 Convertible/13.3/IPS Panel Full HD / Touchscreen 1920x1080/Intel Core i5 7200U 2.5GHz,928.0,928.0,25056000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.11556039024123257,0.8844396097587675,0.06762159120495183,0.21212121212121213,0.08967492481741372
Dell/Inspiron 3567/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,598.9,598.9,16170300.0,4GB,4.0,256GB SSD,256.0,AMD Radeon R5 M430,AMD Radeon R5 M430,648.0,15.0,40.5,0.059271650041733355,0.9407283499582666,0.04269381944619416,0.0,0.21314442216812257
Dell/Latitude 3380/Notebook/13.3/1366x768/Intel Core i3 6006U 2GHz,689.0,689.0,18603000.0,4GB,4.0,128GB SSD,128.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.07468221063722069,0.9253177893627793,0.01971830985915493,0.0,0.29274062902763853
HP/EliteBook 1040/Ultrabook/14.0/Full HD 1920x1080/Intel Core i7 6500U 2.5GHz,1500.0,1500.0,40500000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.2133943598374451,0.786605640162555,0.06545474396768206,0.0,0.29274062902763853
Dell/Inspiron 3567/Notebook/15.6/1366x768/Intel Core i5 7200U 2.5GHz,539.95,539.95,14578650.000000002,8GB,8.0,1TB HDD,204.8,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.049188935867438395,0.9508110641325616,0.05599368422820765,0.21212121212121213,0.08967492481741372
Lenovo/ThinkPad E480/Ultrabook/14.0/IPS Panel Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,1215.38,1215.38,32815260.000000004,8GB,8.0,256GB SSD,256.0,AMD Radeon RX 550,AMD Radeon RX 550,2674.0,50.0,52.431372549019606,0.16471340804291013,0.8352865919570899,0.1142358923967178,0.21212121212121213,0.2806780753257912
Lenovo/Yoga 720-15IKB/2 in 1 Convertible/15.6/IPS Panel 4K Ultra HD / Touchscreen 3840x2160/Intel Core i7 7700HQ 2.8GHz,1899.0,1899.0,51273000.0,16GB,16.0,512GB SSD,512.0,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.28163868478305487,0.7183613152169451,0.30524830557585225,0.36363636363636365,0.45675536264763295
HP/ProBook 650/Notebook/15.6/Full HD 1920x1080/Intel Core i7 7820HQ 2.9GHz,1427.0,1427.0,38529000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 630,Intel HD Graphics 630,1575.0,50.0,30.88235294117647,0.20090855602534102,0.799091443974659,0.08446882847472431,0.21212121212121213,0.15870685951596736
Asus/X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce/Notebook/15.6/Full HD 1920x1080/Intel Core i3 7100U 2.4GHz,597.0,597.0,16119000.0,8GB,8.0,1TB HDD,204.8,Nvidia GeForce 940MX,Nvidia GeForce 940MX,1508.0,23.0,62.833333333333336,0.05894667706580189,0.9410533229341981,0.0710261869367667,0.04848484848484849,0.3395549906916798
Dell/Alienware 17/Gaming/17.3/IPS Panel 2560x1440/Intel Core i7 7820HK 2.9GHz,2799.0,2799.0,75573000.0,16GB,16.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1070,Nvidia GeForce GTX 1070,14672.0,150.0,97.16556291390728,0.4355732523295431,0.564426747670457,0.519053768046562,0.8181818181818181,0.5338814083019026
Dell/Inspiron 7577/Gaming/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1159.0,1159.0,31293000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1050 Ti,Nvidia GeForce GTX 1050 Ti,6349.0,75.0,83.53947368421052,0.15507026257816453,0.8449297374218354,0.23121729782391426,0.36363636363636365,0.45675536264763295
Dell/Inspiron 5570/Notebook/15.6/Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,1142.4,1142.4,30844800.000000004,8GB,8.0,256GB SSD +  2TB HDD,665.6,AMD Radeon 530,AMD Radeon 530,1036.0,50.0,20.313725490196077,0.15223102499897379,0.8477689750010262,0.1628929510275727,0.21212121212121213,0.09888658169841041
Dell/Latitude 5480/Ultrabook/14.0/Full HD 1920x1080/Intel Core i7 7600U 2.8GHz,1099.0,1099.0,29673000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.14480795807506533,0.8551920419249347,0.06762159120495183,0.21212121212121213,0.08967492481741372
HP/Omen 17-w207nv/Gaming/17.3/Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1999.0,1999.0,53973000.0,12GB,12.0,256GB SSD +  1TB HDD,460.8,Nvidia GeForce GTX 1070,Nvidia GeForce GTX 1070,14672.0,150.0,97.16556291390728,0.29874252562155357,0.7012574743784464,0.5023871013798953,0.8181818181818181,0.5338814083019026
Lenovo/Thinkpad 13/Notebook/13.3/IPS Panel Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,1010.0,1010.0,27270000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.1295855397288015,0.8704144602711985,0.06762159120495183,0.21212121212121213,0.08967492481741372
Lenovo/IdeaPad 320s-14IKB/Notebook/14.0/IPS Panel Full HD 1920x1080/Intel Core i3 7130U 2.7GHz,599.0,599.0,16173000.0,4GB,4.0,128GB SSD,128.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.059288753882571855,0.9407112461174282,0.021885157096424704,0.21212121212121213,0.08967492481741372
Lenovo/Thinkpad T570/Workstation/15.6/IPS Panel 4K Ultra HD 3840x2160/Intel Core i7 7600U 2.8GHz,2445.0,2445.0,66015000.0,16GB,16.0,512GB SSD,512.0,Nvidia GeForce 940MX,Nvidia GeForce 940MX,1508.0,23.0,62.833333333333336,0.37502565576125774,0.6249743442387423,0.17412696213056517,0.04848484848484849,0.3395549906916798
Lenovo/Thinkpad P51/Notebook/15.6/Full HD 1920x1080/Intel Core i7 7820HQ 2.9GHz,2449.0,2449.0,66123000.0,16GB,16.0,512GB SSD,512.0,Nvidia Quadro M2200M,Nvidia Quadro M2200M,4293.0,55.0,76.66071428571429,0.37570980939479764,0.6242901906052023,0.2495603315780191,0.2424242424242424,0.41782038266402083
Asus/Rog Strix/Gaming/17.3/Full HD 1920x1080/AMD Ryzen 1600 3.2GHz,1695.0,1695.0,45765000.0,8GB,8.0,256GB SSD +  1TB HDD,460.8,AMD Radeon RX 580,AMD Radeon RX 580,8799.0,150.0,58.271523178807946,0.24674684947251752,0.7532531505274824,0.3266467619071615,0.8181818181818181,0.31373434822316826
Google/Pixelbook (Core/Ultrabook/12.3/Touchscreen 2400x1600/Intel Core i7 7Y75 1.3GHz,2199.0,2199.0,59373000.0,16GB,16.0,512GB SSD,512.0,Intel HD Graphics 615,Intel HD Graphics 615,692.0,15.0,43.25,0.33295020729855096,0.667049792701449,0.1520251203104135,0.0,0.22870990262065016
Lenovo/ThinkPad T470s/Ultrabook/14.0/2560x1440/Intel Core i7 7500U 2.7GHz,2382.0,2382.0,64314000.0,24GB,24.0,512GB SSD,512.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.36425023603300355,0.6357497639669965,0.19242779275533944,0.21212121212121213,0.08967492481741372
Asus/VivoBook Max/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,559.0,559.0,15093000.0,4GB,4.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.05244721754717239,0.9475527824528276,0.050954924538285165,0.21212121212121213,0.08967492481741372
Lenovo/IdeaPad 320-15AST/Notebook/17.3/1600x900/AMD A6-Series 9220 2.5GHz,519.0,519.0,14013000.0,8GB,8.0,1TB HDD,204.8,AMD Radeon R4,AMD Radeon R4,346.0,15.0,21.625,0.04560568121177291,0.9543943187882271,0.03955273081542325,0.0,0.10630862451668338
Dell/Inspiron 5570/Notebook/15.6/Full HD 1920x1080/Intel Core i5 8250U 1.6GHz,749.0,749.0,20223000.0,4GB,4.0,256GB SSD,256.0,AMD Radeon 530,AMD Radeon 530,1036.0,50.0,20.313725490196077,0.08494451514031989,0.9150554848596801,0.05320302854695255,0.21212121212121213,0.09888658169841041
Lenovo/ThinkPad X270/Ultrabook/12.5/IPS Panel Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,1429.0,1429.0,38583000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.201250632842111,0.798749367157889,0.06762159120495183,0.21212121212121213,0.08967492481741372
Lenovo/IdeaPad 320-15IAP/Notebook/15.6/Full HD 1920x1080/Intel Pentium Quad Core N4200 1.1GHz,349.0,349.0,9423000.0,4GB,4.0,128GB SSD,128.0,Intel HD Graphics 505,Intel HD Graphics 505,361.0,15.0,22.5625,0.01652915178632513,0.9834708482136749,0.0058504875406283855,0.0,0.11161503830731778
HP/Omen 15-AX205na/Gaming/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1099.0,1099.0,29673000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.14480795807506533,0.8551920419249347,0.23121729782391426,0.36363636363636365,0.45675536264763295
Dell/Latitude 5480/Notebook/14.0/Full HD 1920x1080/Intel Core i5 7440HQ 2.8GHz,1179.0,1179.0,31833000.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce 930MX,Nvidia GeForce 930MX,1278.0,17.0,71.0,0.1584910307458643,0.8415089692541358,0.07642440810636028,0.012121212121212116,0.3857797508234283
Dell/Precision 3520/Workstation/15.6/Full HD 1920x1080/Intel Xeon E3-1505M V6 3GHz,1993.0,1993.0,53811000.0,8GB,8.0,64GB Flash Storage +  1TB HDD,1088.0,Nvidia Quadro M620,Nvidia Quadro M620,2758.0,30.0,88.96774193548387,0.29771629517124365,0.7022837048287563,0.3054645703679441,0.09090909090909091,0.48748030932264075
MSI/GV62 7RD-1686NL/Gaming/15.6/Full HD 1920x1080/Intel Core i5 7300HQ 2.5GHz,1027.74,1027.74,27748980.0,8GB,8.0,256GB SSD,256.0,Nvidia GeForce GTX 1050,Nvidia GeForce GTX 1050,6349.0,75.0,83.53947368421052,0.13261976109355117,0.8673802389064489,0.21377543735879798,0.36363636363636365,0.45675536264763295
Microsoft/Surface Laptop/Ultrabook/13.5/Touchscreen 2256x1504/Intel Core i7 7660U 2.5GHz,2589.0,2589.0,69903000.0,16GB,16.0,512GB SSD,512.0,Intel Iris Plus Graphics 640,Intel Iris Plus Graphics 640,1790.0,15.0,111.875,0.3996551865686958,0.6003448134313042,0.1817650986419411,0.0,0.6171393920950881
HP/15-bs024nv (i5-7200U/8GB/128GB/W10)/Notebook/15.6/1366x768/Intel Core i5 7200U 2.5GHz,589.0,589.0,15903000.0,8GB,8.0,128GB SSD,128.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.05757836979872199,0.942421630201278,0.03855182376309137,0.21212121212121213,0.08967492481741372
Dell/Precision 3520/Workstation/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 6820HQ 2.7GHz,1975.0,1975.0,53325000.0,16GB,16.0,256GB SSD,256.0,Nvidia Quadro M620,Nvidia Quadro M620,2758.0,30.0,88.96774193548387,0.29463760382031384,0.7053623961796862,0.1498444153291844,0.09090909090909091,0.48748030932264075
HP/ProBook 650/Workstation/15.6/IPS Panel Full HD 1920x1080/Intel Core i7 7820HQ 2.9GHz,1534.0,1534.0,41418000.0,8GB,8.0,512GB SSD,512.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.21920966572253464,0.7807903342774654,0.12576112608867276,0.21212121212121213,0.08967492481741372
Lenovo/ThinkPad T470/Notebook/14.0/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,1345.0,1345.0,36315000.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.1868834065377721,0.8131165934622279,0.06762159120495183,0.21212121212121213,0.08967492481741372
Dell/Inspiron 5570/Notebook/15.6/Full HD 1920x1080/Intel Core i7 8550U 1.8GHz,979.0,979.0,26433000.0,8GB,8.0,128GB SSD +  1TB HDD,332.8,AMD Radeon 530,AMD Radeon 530,1036.0,50.0,20.313725490196077,0.1242833490688669,0.8757166509311332,0.0873115556787355,0.21212121212121213,0.09888658169841041
Dell/Alienware 17/Notebook/17.3/IPS Panel Full HD 1920x1080/Intel Core i7 7700HQ 2.7GHz,2046.0,2046.0,55242000.0,8GB,8.0,1TB HDD,204.8,Nvidia GeForce GTX 1060,Nvidia GeForce GTX 1060,10064.0,120.0,83.17355371900827,0.30678133081564796,0.693218669184352,0.3027704989627688,0.6363636363636364,0.4546841917147074
Microsoft/Surface Laptop/Ultrabook/13.5/Touchscreen 2256x1504/Intel Core M m3-7Y30 2.2GHz,989.0,989.0,26703000.0,4GB,4.0,128GB SSD,128.0,Intel HD Graphics 615,Intel HD Graphics 615,692.0,15.0,43.25,0.12599373315271675,0.8740062668472832,0.01481581798483207,0.0,0.22870990262065016
Microsoft/Surface Laptop/Ultrabook/13.5/Touchscreen 2256x1504/Intel Core i7 7660U 2.5GHz,1799.0,1799.0,48573000.0,8GB,8.0,256GB SSD,256.0,Intel Iris Plus Graphics 640,Intel Iris Plus Graphics 640,1790.0,15.0,111.875,0.2645348439445562,0.7354651560554438,0.09029223042488682,0.0,0.6171393920950881
HP/17-BS092ND (i3-6006U/8GB/256GB/W10)/Notebook/17.3/1600x900/Intel Core i3 6006U 2GHz,639.9,639.9,17277300.0,8GB,8.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.06628422478551782,0.9337157752144822,0.06545474396768206,0.0,0.29274062902763853
Acer/Aspire E5-576G/Notebook/15.6/Full HD 1920x1080/Intel Core i3 6006U 2GHz,544.0,544.0,14688000.0,4GB,4.0,1TB HDD,204.8,Nvidia GeForce 940MX,Nvidia GeForce 940MX,1508.0,23.0,62.833333333333336,0.04988164142139758,0.9501183585786024,0.054359520270100034,0.04848484848484849,0.3395549906916798
Acer/TravelMate B/Netbook/11.6/1366x768/Intel Celeron Dual Core N3060 1.6GHz,435.0,435.0,11745000.0,4GB,4.0,128GB SSD,128.0,Intel HD Graphics 400,Intel HD Graphics 400,244.0,45.0,5.304347826086956,0.03123845490743401,0.968761545092566,0.002681473456121344,0.1818181818181818,0.013930881831030636
Asus/Pro P2540UA-AB51/Notebook/15.6/Full HD 1920x1080/Intel Core i5 7200U 2.5GHz,749.0,749.0,20223000.0,8GB,8.0,1TB HDD,204.8,Intel HD Graphics 620,Intel HD Graphics 620,953.0,50.0,18.686274509803923,0.08494451514031989,0.9150554848596801,0.05599368422820765,0.21212121212121213,0.08967492481741372
Lenovo/IdeaPad 510s-14IKB/Notebook/14.0/IPS Panel Full HD 1920x1080/Intel Core i7 7500U 2.7GHz,799.0,799.0,21573000.0,8GB,8.0,512GB SSD,512.0,AMD Radeon R7 M460,AMD Radeon R7 M460,1068.0,25.0,41.07692307692308,0.09349643555956924,0.9065035644404308,0.12887596899224807,0.06060606060606061,0.21640990757774378
Lenovo/Thinkpad P51/Notebook/15.6/Full HD 1920x1080/Intel Core i7 7820HQ 2.9GHz,2090.0,2090.0,56430000.0,8GB,8.0,256GB SSD,256.0,Nvidia Quadro M2200M,Nvidia Quadro M2200M,4293.0,55.0,76.66071428571429,0.3143070207845874,0.6856929792154126,0.15808746336096482,0.2424242424242424,0.41782038266402083
Dell/Inspiron 5570/Notebook/15.6/Full HD 1920x1080/Intel Core i5 8250U 1.6GHz,759.0,759.0,20493000.0,8GB,8.0,2TB HDD,409.6,AMD Radeon 530,AMD Radeon 530,1036.0,50.0,20.313725490196077,0.08665489922416977,0.9133451007758302,0.10475341614385178,0.21212121212121213,0.09888658169841041
HP/Omen 17-an006nv/Gaming/17.3/IPS Panel Full HD 1920x1080/Intel Core i7 7700HQ 2.8GHz,1699.0,1699.0,45873000.0,12GB,12.0,1TB HDD,204.8,Nvidia GeForce GTX 1060,Nvidia GeForce GTX 1060,10064.0,120.0,83.17355371900827,0.24743100310605748,0.7525689968939425,0.31943716562943547,0.6363636363636364,0.4546841917147074
Lenovo/Thinkpad T460s/Ultrabook/14.0/IPS Panel Quad HD+ 2560x1440/Intel Core i7 6600U 2.6GHz,1858.0,1858.0,50166000.0,12GB,12.0,256GB SSD,256.0,Intel HD Graphics 520,Intel HD Graphics 520,873.0,15.0,54.5625,0.2746261100392704,0.7253738899607296,0.08212141063434873,0.0,0.29274062902763853
HP/Spectre x360/2 in 1 Convertible/13.3/IPS Panel 4K Ultra HD / Touchscreen 3840x2160/Intel Core i7 8550U 1.8GHz,1999.0,1999.0,53973000.0,8GB,8.0,512GB SSD,512.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.29874252562155357,0.7012574743784464,0.14084779997816355,0.21212121212121213,0.15149291135615067
Google/Pixelbook (Core/Ultrabook/12.3/Touchscreen 2400x1600/Intel Core i5 7Y57 1.2GHz,1275.0,1275.0,34425000.0,8GB,8.0,128GB SSD,128.0,Intel HD Graphics 615,Intel HD Graphics 615,692.0,15.0,43.25,0.17491071795082302,0.825089282049177,0.031482484651498735,0.0,0.22870990262065016
Dell/Latitude 7390/Ultrabook/13.3/Full HD / Touchscreen 1920x1080/Intel Core i5 8250U 1.6GHz,1841.85,1841.85,49729950.0,8GB,8.0,256GB SSD,256.0,Intel UHD Graphics 620,Intel UHD Graphics 620,1510.0,50.0,29.607843137254903,0.27186383974385286,0.7281361602561471,0.08270826509444262,0.21212121212121213,0.15149291135615067
